,city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,wind_speed,rainfall,pressure
3683,mumbai,2021-02-05,5,2082.82,0.01,79.51,31.83,63.9,132.57,189.31,31.41,26.4,9.2,0.0,1013.5
3684,mumbai,2021-02-06,5,1441.96,0.0,56.21,61.51,68.67,115.95,152.76,21.53,27.6,8.4,0.0,1012.5
3685,mumbai,2021-02-07,5,1134.87,0.0,36.33,67.95,47.21,96.53,119.15,19.0,27.8,11.3,0.0,1013.0
3686,mumbai,2021-02-08,5,1668.93,0.0,52.09,65.8,48.64,127.11,162.52,24.32,27.3,9.2,0.0,1013.5
3687,mumbai,2021-02-09,5,2563.48,0.01,90.48,36.12,85.83,207.05,262.53,30.65,27.0,7.9,0.0,1012.6
3688,mumbai,2021-02-10,5,4165.65,0.01,134.35,29.68,101.09,318.23,391.3,48.64,25.9,6.2,0.0,1011.3
3689,mumbai,2021-02-11,5,4486.08,0.05,142.57,22.89,112.53,460.36,535.23,39.01,26.7,6.5,0.0,1010.2
3690,mumbai,2021-02-12,5,7476.81,49.17,172.73,0.0,120.16,618.24,745.43,80.05,26.5,8.3,0.0,1011.0
3691,mumbai,2021-02-13,5,7690.43,42.02,205.64,0.0,122.07,661.76,792.34,68.9,26.2,9.6,0.0,1012.3
3692,mumbai,2021-02-14,5,5821.23,13.75,165.88,0.13,100.14,457.41,562.97,58.77,26.5,7.9,0.0,1012.5
3693,mumbai,2021-02-15,5,2883.91,0.0,94.59,37.55,60.08,245.91,317.57,27.61,25.8,9.0,0.0,1011.8
3694,mumbai,2021-02-16,5,1869.2,0.0,67.86,38.62,49.59,131.79,185.85,22.04,25.2,8.8,0.0,1011.7
3695,mumbai,2021-02-17,5,1174.93,0.0,44.55,57.22,34.33,76.53,115.24,14.31,25.7,10.0,0.0,1011.2
3696,mumbai,2021-02-18,5,3524.78,0.26,127.49,13.05,86.78,293.08,383.03,39.01,26.6,9.1,0.0,1011.5
3697,mumbai,2021-02-19,5,1535.42,0.0,52.78,54.36,47.68,111.92,135.54,23.81,27.9,10.3,0.3,1013.2
3698,mumbai,2021-02-20,5,7904.05,101.03,180.96,0.0,175.48,524.88,651.11,110.45,27.6,13.4,0.0,1013.3
3699,mumbai,2021-02-21,5,2243.04,0.0,75.4,30.76,52.93,153.36,187.26,25.84,27.6,10.9,0.0,1012.8
3700,mumbai,2021-02-22,5,1895.9,0.0,54.15,94.41,57.22,219.62,260.43,20.77,29.3,8.1,0.0,1013.1
3701,mumbai,2021-02-23,5,4753.11,0.0,132.98,48.64,89.65,449.43,554.98,36.99,29.3,6.4,0.0,1011.8
3702,mumbai,2021-02-24,5,6141.66,4.19,186.44,1.38,135.42,547.11,643.47,58.77,30.3,7.1,0.0,1010.3
3703,mumbai,2021-02-25,5,5340.58,0.08,169.99,15.74,104.9,432.82,534.42,52.69,29.6,9.0,0.0,1011.2
3704,mumbai,2021-02-26,5,3284.45,0.25,113.79,15.56,67.71,231.85,328.36,38.51,28.6,9.9,0.0,1010.4
3705,mumbai,2021-02-27,5,660.9,0.0,22.96,84.4,19.55,54.74,107.53,6.78,28.9,9.8,0.0,1009.3
3706,mumbai,2021-02-28,5,754.36,0.0,25.71,81.54,20.74,66.57,107.6,8.36,30.4,9.5,0.0,1009.1
3707,mumbai,2021-03-01,5,2536.77,0.0,87.05,25.75,61.04,175.78,233.29,31.41,30.2,8.9,0.0,1011.4
3708,mumbai,2021-03-02,5,1041.41,0.0,33.93,97.28,34.81,84.84,138.26,14.69,30.1,7.4,0.0,1012.2
3709,mumbai,2021-03-03,5,1081.47,0.0,38.73,103.0,49.59,84.41,127.45,15.2,29.7,8.5,0.0,1010.7
3710,mumbai,2021-03-04,5,2136.23,0.0,68.55,90.12,100.14,161.17,202.79,29.39,30.3,7.7,0.0,1010.2
3711,mumbai,2021-03-05,5,2590.18,0.0,82.25,77.25,99.18,182.15,223.73,33.95,29.8,7.0,0.0,1011.4
3712,mumbai,2021-03-06,5,1949.31,0.0,56.21,76.53,38.62,195.48,285.93,13.43,28.1,8.3,0.0,1012.3
3713,mumbai,2021-03-07,5,1121.52,0.0,50.04,35.05,49.59,87.82,182.79,14.44,29.6,6.4,0.0,1011.5
3714,mumbai,2021-03-08,5,2670.29,16.09,71.97,0.02,51.98,177.02,294.26,27.87,29.1,6.7,0.0,1011.2
3715,mumbai,2021-03-09,5,3070.83,31.29,67.17,0.0,69.62,198.26,314.74,35.47,30.2,8.4,0.0,1011.2
3716,mumbai,2021-03-10,5,3685.0,0.02,122.01,20.74,76.29,304.32,412.33,40.53,29.4,8.8,0.0,1011.3
3717,mumbai,2021-03-11,5,1869.2,0.0,67.17,40.77,44.35,153.69,243.1,21.53,28.2,9.4,0.0,1011.3
3718,mumbai,2021-03-12,5,2243.04,2.07,84.31,5.36,55.31,151.22,240.69,31.41,28.7,8.9,0.0,1012.3
3719,mumbai,2021-03-13,5,3311.16,4.36,113.79,2.15,66.76,234.44,352.2,41.04,30.1,9.2,0.0,1011.9
3720,mumbai,2021-03-14,5,3471.37,0.0,109.67,30.4,61.04,260.85,352.88,38.51,30.3,8.4,0.0,1010.1
3721,mumbai,2021-03-15,5,3791.81,0.0,119.27,27.9,76.29,289.79,375.9,39.01,30.5,8.5,0.0,1009.5
3722,mumbai,2021-03-16,5,1428.6,0.0,47.98,72.24,41.49,104.37,166.34,21.03,30.7,8.3,0.0,1009.8
3723,mumbai,2021-03-17,5,961.3,0.0,31.19,92.98,27.66,105.41,196.5,13.68,30.6,9.6,0.0,1008.6
3724,mumbai,2021-03-18,5,2937.32,0.68,102.82,8.05,60.56,197.34,321.7,36.48,30.0,9.5,0.0,1008.9
3725,mumbai,2021-03-19,5,1602.17,0.0,60.32,45.42,39.1,116.77,211.51,19.0,29.2,9.2,0.0,1009.9
3726,mumbai,2021-03-20,5,494.0,0.0,20.56,53.64,19.55,69.81,193.82,4.94,28.2,10.7,0.0,1008.6
3727,mumbai,2021-03-21,5,974.66,0.05,50.72,26.11,43.39,88.65,176.48,12.54,28.5,7.6,0.0,1008.0
3728,mumbai,2021-03-22,5,1108.17,0.01,56.89,24.32,57.7,108.27,186.94,14.06,29.2,9.9,0.0,1009.8
3729,mumbai,2021-03-23,5,2323.15,2.6,82.94,2.82,54.84,175.05,288.72,22.04,30.2,7.9,0.0,1010.3
3730,mumbai,2021-03-24,5,3177.64,3.52,105.56,1.97,70.57,237.14,351.03,40.53,31.5,9.8,0.0,1010.1
3731,mumbai,2021-03-25,5,3471.37,0.0,112.41,37.91,78.2,269.13,348.65,39.52,32.5,8.6,0.0,1009.5
3732,mumbai,2021-03-26,5,1121.52,0.0,43.18,77.25,53.88,73.39,112.82,18.49,31.9,6.0,0.0,1008.6
3733,mumbai,2021-03-27,5,3471.37,0.0,117.9,36.12,98.23,248.71,330.56,42.56,32.9,6.3,0.0,1007.7
3734,mumbai,2021-03-28,5,4539.49,0.01,138.46,20.21,90.6,307.95,393.13,45.6,29.8,8.5,0.0,1007.8
3735,mumbai,2021-03-29,5,847.82,0.0,30.5,47.92,33.38,66.14,124.4,9.12,29.5,9.2,0.0,1008.1
3736,mumbai,2021-03-30,5,3364.56,33.08,71.29,0.0,71.53,198.33,296.97,46.61,28.6,8.1,0.0,1008.1
3737,mumbai,2021-03-31,5,1028.06,0.0,36.67,42.2,31.95,69.13,128.18,20.01,28.1,8.2,0.0,1007.3
3738,mumbai,2021-04-01,5,1388.55,3.05,47.98,3.89,43.39,99.49,193.99,26.35,28.9,10.8,0.0,1006.9
3739,mumbai,2021-04-02,5,1054.76,0.0,36.67,31.83,34.33,128.89,340.79,21.03,28.8,10.0,0.0,1007.1
3740,mumbai,2021-04-03,5,1054.76,0.0,38.04,42.2,35.76,104.94,188.59,21.79,28.3,9.0,0.0,1008.0
3741,mumbai,2021-04-04,5,453.95,0.0,13.71,62.94,12.4,58.25,104.83,5.7,28.9,8.6,0.0,1009.8
3742,mumbai,2021-04-05,5,1976.01,3.38,74.03,2.37,64.85,139.74,237.42,42.05,29.1,9.9,0.0,1009.9
3743,mumbai,2021-04-06,5,2590.18,9.84,80.2,0.33,62.94,173.22,269.38,32.93,30.7,8.5,0.0,1009.0
3744,mumbai,2021-04-07,5,3017.43,19.45,83.63,0.02,66.76,201.97,292.38,33.95,30.3,8.7,0.0,1009.5
3745,mumbai,2021-04-08,5,1375.2,0.33,53.47,12.7,34.81,106.93,205.13,18.24,29.2,9.6,0.0,1008.4
3746,mumbai,2021-04-09,5,1054.76,0.0,38.73,37.91,33.85,78.63,213.93,20.77,29.0,8.3,0.0,1008.0
3747,mumbai,2021-04-10,5,1054.76,0.0,40.1,56.51,29.56,61.22,137.71,15.33,29.2,9.7,0.0,1008.7
3748,mumbai,2021-04-11,5,700.95,0.0,33.59,63.66,38.15,54.17,125.26,9.63,30.0,8.4,0.0,1009.8
3749,mumbai,2021-04-12,5,3417.97,7.71,113.79,0.36,90.6,221.76,338.29,49.65,30.9,8.5,0.0,1010.8
3750,mumbai,2021-04-13,5,1335.14,0.0,60.32,41.49,57.22,98.38,158.01,22.29,31.0,10.2,0.0,1009.9
3751,mumbai,2021-04-14,5,807.76,0.0,26.39,75.82,21.46,71.35,114.3,9.88,30.8,10.7,0.0,1009.8
3752,mumbai,2021-04-15,5,1655.58,0.04,63.06,21.46,53.88,107.95,169.39,32.42,30.3,8.7,0.0,1009.7
3753,mumbai,2021-04-16,5,1562.12,0.0,58.26,32.54,41.49,95.79,156.25,25.08,29.6,9.6,0.0,1009.6
3754,mumbai,2021-04-17,4,574.11,0.0,26.39,42.92,26.7,46.82,98.17,6.21,30.1,10.4,0.0,1009.9
3755,mumbai,2021-04-18,4,410.56,0.0,11.82,50.78,10.73,40.75,97.47,3.23,31.1,10.1,0.0,1010.3
3756,mumbai,2021-04-19,4,417.23,0.0,12.34,66.52,10.97,39.44,84.76,3.58,30.3,10.7,0.0,1009.4
3757,mumbai,2021-04-20,5,714.3,0.0,23.65,35.05,19.31,57.3,140.08,10.01,29.9,10.4,0.0,1008.7
3758,mumbai,2021-04-21,5,1588.82,0.46,61.69,11.0,44.82,99.3,190.3,27.11,29.9,8.9,0.0,1010.1
3759,mumbai,2021-04-22,5,607.49,0.0,26.73,43.63,25.75,55.78,171.0,6.52,30.3,10.1,0.0,1009.8
3760,mumbai,2021-04-23,5,2029.42,0.1,78.83,17.52,49.11,133.98,279.16,28.12,30.2,8.7,0.0,1009.9
3761,mumbai,2021-04-24,5,547.41,0.0,24.33,47.21,23.84,59.44,159.26,5.38,29.5,9.3,0.0,1009.3
3762,mumbai,2021-04-25,5,2296.45,9.05,71.29,0.34,58.17,128.05,213.65,26.6,31.1,10.6,0.0,1008.0
3763,mumbai,2021-04-26,5,527.38,0.0,17.99,63.66,16.93,56.36,148.92,4.56,31.0,11.6,0.0,1007.7
3764,mumbai,2021-04-27,5,974.66,0.14,54.84,13.59,57.22,87.38,232.27,15.33,31.2,9.1,0.0,1008.9
3765,mumbai,2021-04-28,5,1495.36,0.04,57.58,20.56,51.5,106.05,217.18,30.91,30.4,10.9,0.0,1009.8
3766,mumbai,2021-04-29,5,1014.71,0.02,39.07,24.68,28.13,69.04,146.95,14.06,30.8,10.3,0.0,1009.2
3767,mumbai,2021-04-30,5,934.6,0.06,37.36,20.39,28.61,58.08,114.37,13.93,30.3,10.4,0.0,1008.3
3768,mumbai,2021-05-01,5,413.9,0.0,19.19,49.35,21.7,41.35,108.99,4.37,31.2,9.1,0.0,1007.3
3769,mumbai,2021-05-02,5,694.28,0.0,25.02,42.92,20.03,56.48,110.23,7.6,31.0,7.2,0.0,1007.7
3770,mumbai,2021-05-03,5,1401.9,0.11,54.84,15.91,41.01,96.96,173.22,24.57,31.1,9.0,0.0,1007.3
3771,mumbai,2021-05-04,5,1014.71,0.0,37.7,31.11,31.95,65.94,117.4,19.0,31.5,10.5,0.0,1006.9
3772,mumbai,2021-05-05,4,547.41,0.0,26.05,47.92,28.61,45.12,71.9,7.66,31.1,9.5,0.0,1007.0
3773,mumbai,2021-05-06,4,607.49,0.0,20.39,32.54,16.45,43.54,75.29,7.28,30.8,9.0,0.0,1007.6
3774,mumbai,2021-05-07,5,1255.04,2.52,44.55,3.44,38.15,71.2,134.72,23.31,30.9,9.3,0.0,1008.5
3775,mumbai,2021-05-08,5,1094.82,1.4,38.04,6.35,28.61,57.08,98.65,16.47,30.9,10.5,0.0,1007.4
3776,mumbai,2021-05-09,4,741.01,0.05,25.71,19.67,19.07,32.5,92.82,10.39,31.1,9.5,0.0,1006.6
3777,mumbai,2021-05-10,4,333.79,0.0,10.37,31.83,11.56,21.81,73.75,2.53,31.2,10.6,0.0,1006.5
3778,mumbai,2021-05-11,4,377.18,0.0,12.34,41.13,14.54,33.93,72.67,2.85,30.6,11.6,0.0,1007.2
3779,mumbai,2021-05-12,4,307.08,0.0,7.37,43.99,8.94,29.71,41.19,1.39,30.9,11.9,0.0,1005.6
3780,mumbai,2021-05-13,4,293.73,0.0,9.94,39.34,12.4,30.42,72.69,1.85,30.8,10.2,0.0,1005.0
3781,mumbai,2021-05-14,5,894.55,0.0,34.27,34.69,27.42,52.33,111.92,15.07,30.8,11.5,0.0,1002.6
3782,mumbai,2021-05-15,5,881.2,0.17,52.09,14.31,66.76,54.78,117.13,11.53,33.0,11.1,0.0,999.6
3783,mumbai,2021-05-16,5,1575.47,1.19,59.63,6.26,42.92,113.83,189.85,15.96,32.6,15.8,5.1,997.6
3784,mumbai,2021-05-17,1,337.12,0.0,10.11,33.26,10.01,6.75,10.84,1.73,26.6,30.4,11.9,995.9
3785,mumbai,2021-05-18,2,233.65,0.0,2.83,67.95,3.61,16.16,29.48,0.01,29.1,23.6,230.1,1001.7
3786,mumbai,2021-05-19,2,253.68,0.0,4.63,57.22,5.66,10.51,14.18,0.53,28.5,12.1,6.1,1003.8
3787,mumbai,2021-05-20,4,433.92,0.0,12.34,62.94,15.74,30.24,48.43,2.82,29.9,8.7,2.0,1006.2
3788,mumbai,2021-05-21,5,547.41,0.0,25.02,41.13,27.42,61.38,127.3,5.89,30.4,9.0,0.0,1007.0
3789,mumbai,2021-05-22,5,467.3,0.0,12.34,47.92,11.44,62.27,174.52,5.13,30.8,11.0,0.0,1006.6
3790,mumbai,2021-05-23,4,380.52,0.0,9.68,53.64,11.68,48.04,99.68,2.63,30.9,11.3,0.3,1007.5
3791,mumbai,2021-05-24,5,834.47,0.05,27.76,22.17,21.7,54.89,127.34,13.3,31.1,12.0,0.0,1008.3
3792,mumbai,2021-05-25,3,307.08,0.0,9.08,35.76,10.13,18.85,43.59,2.09,30.9,12.1,0.8,1006.6
3793,mumbai,2021-05-26,4,253.68,0.0,6.0,49.35,7.57,19.81,86.18,1.2,30.8,14.3,0.1,1005.7
3794,mumbai,2021-05-27,4,253.68,0.0,4.76,53.64,5.25,16.65,58.46,1.52,30.7,15.8,0.8,1005.8
3795,mumbai,2021-05-28,3,273.71,0.0,5.57,40.41,5.84,13.76,40.48,1.66,31.0,14.0,0.0,1006.2
3796,mumbai,2021-05-29,4,287.06,0.01,8.57,29.33,10.13,18.52,56.59,1.93,31.4,11.0,2.0,1006.8
3797,mumbai,2021-05-30,2,280.38,0.02,7.8,23.25,9.06,15.86,26.3,1.81,30.9,10.0,0.0,1006.9
3798,mumbai,2021-05-31,2,267.03,0.0,7.37,35.76,8.94,12.47,18.29,1.33,29.5,9.8,7.6,1005.1
3799,mumbai,2021-06-01,2,293.73,0.01,9.17,32.19,11.21,14.68,22.85,1.73,29.9,10.1,7.3,1005.1
3800,mumbai,2021-06-02,2,370.5,0.09,17.31,18.06,22.65,12.15,15.61,2.66,29.4,8.9,4.6,1006.0
3801,mumbai,2021-06-03,2,447.27,2.88,23.99,1.63,33.38,16.21,21.73,4.5,30.3,10.0,3.6,1006.7
3802,mumbai,2021-06-04,2,433.92,0.05,20.91,20.03,26.23,17.34,21.68,2.88,30.2,11.3,4.2,1007.3
3803,mumbai,2021-06-05,1,293.73,0.08,11.82,18.6,15.02,7.1,9.85,1.82,29.2,9.2,0.3,1006.6
3804,mumbai,2021-06-06,1,247.0,0.01,7.11,26.82,8.82,8.02,11.05,1.09,29.2,10.9,16.0,1007.1
3805,mumbai,2021-06-07,2,243.66,0.01,6.34,30.76,7.75,11.54,23.01,1.06,28.6,8.5,17.0,1007.4
3806,mumbai,2021-06-08,1,253.68,0.03,6.86,24.68,8.46,9.3,13.1,1.14,27.7,8.1,21.1,1006.3
3807,mumbai,2021-06-09,1,257.02,0.02,7.03,26.11,8.35,7.16,9.97,1.52,25.9,10.8,59.9,1005.3
3808,mumbai,2021-06-10,1,233.65,0.02,4.84,25.75,5.96,7.84,10.28,0.86,26.4,10.5,230.9,1004.8
3809,mumbai,2021-06-11,2,250.34,0.04,6.08,21.99,7.39,10.28,13.37,1.05,26.7,9.7,106.9,1003.8
3810,mumbai,2021-06-12,1,223.64,0.0,3.64,33.98,4.17,3.55,5.94,0.65,27.3,12.1,11.7,1003.4
3811,mumbai,2021-06-13,1,233.65,0.01,3.98,29.33,4.83,9.83,12.28,0.75,29.4,12.6,12.9,1003.2
3812,mumbai,2021-06-14,1,230.31,0.01,3.73,31.47,4.59,8.98,11.72,0.71,30.3,12.0,4.1,1001.7
3813,mumbai,2021-06-15,2,230.31,0.01,4.5,30.4,5.66,13.6,17.71,0.71,28.1,9.7,1.0,1000.7
3814,mumbai,2021-06-16,2,230.31,0.02,3.38,26.11,4.29,19.0,26.13,0.52,27.4,12.4,6.1,1001.0
3815,mumbai,2021-06-17,2,243.66,0.0,4.58,36.12,5.25,13.63,18.86,0.9,27.3,11.1,31.0,1001.9
3816,mumbai,2021-06-18,1,220.3,0.01,3.68,32.54,4.47,8.89,12.84,0.52,29.6,14.2,83.1,1002.5
3817,mumbai,2021-06-19,2,220.3,0.01,3.56,33.98,4.29,10.48,13.81,0.52,28.2,11.9,17.0,1004.8
3818,mumbai,2021-06-20,2,220.3,0.01,2.87,31.11,3.55,11.05,14.26,0.41,29.3,17.0,14.0,1006.4
3819,mumbai,2021-06-21,2,223.64,0.01,3.94,28.61,4.89,14.4,19.19,0.62,29.5,12.9,23.1,1007.1
3820,mumbai,2021-06-22,2,253.68,0.01,6.43,28.25,7.99,14.18,27.44,1.3,30.1,14.2,4.1,1006.9
3821,mumbai,2021-06-23,2,297.07,0.02,10.03,25.75,11.56,17.4,25.76,2.25,30.2,15.1,6.1,1006.4
3822,mumbai,2021-06-24,2,280.38,0.04,9.34,22.89,11.44,15.59,21.22,1.58,29.1,13.9,8.9,1006.9
3823,mumbai,2021-06-25,1,253.68,0.01,6.08,30.4,7.27,9.91,13.12,1.24,26.9,10.8,0.3,1005.9
3824,mumbai,2021-06-26,2,270.37,0.04,7.28,22.89,8.35,11.57,18.89,1.69,29.8,11.4,26.9,1005.9
3825,mumbai,2021-06-27,1,253.68,0.01,5.66,27.54,6.5,8.73,16.21,1.27,27.4,9.8,0.0,1007.8
3826,mumbai,2021-06-28,4,560.76,3.69,20.91,2.03,24.32,26.95,42.96,5.57,28.3,7.9,20.1,1006.8
3827,mumbai,2021-06-29,4,607.49,8.49,30.5,0.24,46.73,26.83,37.16,6.59,29.1,9.6,0.0,1006.1
3828,mumbai,2021-06-30,2,273.71,0.07,9.0,19.67,10.85,10.67,15.82,1.93,28.8,9.2,0.5,1006.1
3829,mumbai,2021-07-01,2,260.35,0.02,7.2,24.68,8.82,10.59,28.15,1.41,30.2,14.3,5.1,1004.5
3830,mumbai,2021-07-02,2,220.3,0.01,3.13,30.04,3.93,9.66,31.46,0.58,30.1,14.4,0.3,1004.9
3831,mumbai,2021-07-03,2,226.97,0.0,4.37,33.26,5.07,13.42,31.14,0.82,30.3,15.3,2.0,1006.0
3832,mumbai,2021-07-04,2,226.97,0.0,4.11,33.98,5.07,11.77,24.2,0.8,30.5,11.0,0.0,1006.8
3833,mumbai,2021-07-05,2,243.66,0.01,6.26,29.68,7.45,13.2,20.21,1.2,30.7,10.5,1.8,1006.3
3834,mumbai,2021-07-06,3,370.5,0.18,15.42,14.13,16.93,21.64,34.53,4.18,30.3,9.7,0.0,1005.2
3835,mumbai,2021-07-07,5,1869.2,30.85,26.39,0.0,60.56,93.26,135.1,38.51,30.7,10.0,18.0,1005.1
3836,mumbai,2021-07-08,2,283.72,0.07,10.54,19.13,12.76,14.03,21.59,1.96,28.2,9.4,1.0,1004.9
3837,mumbai,2021-07-09,2,270.37,0.04,8.48,22.71,10.13,14.95,21.41,1.76,28.2,9.7,72.9,1003.0
3838,mumbai,2021-07-10,2,277.04,0.04,9.68,22.35,11.56,12.2,15.68,1.92,27.7,8.4,27.9,1002.1
3839,mumbai,2021-07-11,1,273.71,0.0,6.43,37.91,7.03,7.44,10.27,1.2,28.2,6.0,17.0,1001.1
3840,mumbai,2021-07-12,1,280.38,0.01,8.14,28.97,10.37,8.14,10.07,1.05,27.5,11.0,3.0,999.0
3841,mumbai,2021-07-13,1,223.64,0.0,1.17,37.55,1.04,6.16,15.94,0.16,26.7,11.9,55.1,1001.1
3842,mumbai,2021-07-14,1,226.97,0.01,3.94,32.19,4.83,5.73,7.91,0.71,26.4,10.5,89.9,1001.8
3843,mumbai,2021-07-15,1,236.99,0.01,4.76,31.83,5.66,5.93,8.19,0.96,27.6,9.6,8.9,1000.6
3844,mumbai,2021-07-16,1,226.97,0.02,4.28,27.54,5.13,7.33,9.86,0.74,27.2,10.1,253.0,1003.0
3845,mumbai,2021-07-17,2,223.64,0.0,3.86,35.76,4.77,10.17,12.83,0.73,27.8,12.8,31.0,1004.7
3846,mumbai,2021-07-18,1,230.31,0.0,3.26,33.62,3.61,7.38,10.21,0.61,28.2,16.0,235.0,1003.9
3847,mumbai,2021-07-19,1,236.99,0.0,3.64,48.64,4.47,8.31,11.73,0.64,27.8,15.9,70.1,1003.4
3848,mumbai,2021-07-20,1,216.96,0.0,3.26,45.78,3.99,9.54,13.25,0.6,28.8,17.7,38.1,1005.7
3849,mumbai,2021-07-21,2,203.61,0.0,2.61,41.84,3.4,13.2,17.22,0.38,27.8,21.5,23.9,1004.2
3850,mumbai,2021-07-22,2,201.94,0.0,2.12,40.77,2.71,16.18,28.05,0.3,28.2,18.0,57.9,1001.0
3851,mumbai,2021-07-23,3,220.3,0.0,2.64,38.62,3.37,21.04,33.6,0.44,28.2,16.5,19.1,1000.7
3852,mumbai,2021-07-24,3,247.0,0.01,4.03,30.04,4.89,19.34,38.28,0.82,28.9,16.5,6.1,1002.6
3853,mumbai,2021-07-25,2,220.3,0.01,2.64,32.9,3.31,16.89,21.24,0.38,28.9,17.0,22.1,1003.4
3854,mumbai,2021-07-26,2,216.96,0.0,1.91,33.98,2.35,16.19,20.73,0.18,29.1,19.2,4.1,1004.1
3855,mumbai,2021-07-27,2,211.95,0.0,2.25,41.49,2.89,16.6,30.92,0.42,28.9,18.7,4.1,1003.9
3856,mumbai,2021-07-28,2,220.3,0.0,2.14,41.13,2.74,16.09,25.69,0.31,28.4,19.6,14.0,1004.3
3857,mumbai,2021-07-29,3,216.96,0.0,2.31,37.55,2.92,16.27,44.22,0.35,28.6,17.8,6.1,1005.7
3858,mumbai,2021-07-30,3,213.62,0.0,1.97,39.7,2.47,16.53,39.36,0.32,28.8,18.8,4.1,1006.6
3859,mumbai,2021-07-31,3,210.29,0.01,2.19,31.47,2.53,16.15,43.34,0.4,28.7,18.8,3.0,1007.5
3860,mumbai,2021-08-01,3,200.27,0.0,1.67,45.06,2.15,14.75,44.13,0.21,28.4,17.7,5.1,1006.1
3861,mumbai,2021-08-02,2,205.28,0.0,1.84,48.64,2.41,12.54,22.73,0.3,28.3,16.5,6.1,1006.3
3862,mumbai,2021-08-03,2,201.94,0.0,2.4,45.42,3.04,13.12,22.37,0.44,28.1,17.3,6.1,1007.1
3863,mumbai,2021-08-04,2,233.65,0.01,3.47,31.47,3.82,16.28,23.8,0.85,28.6,18.8,19.1,1007.1
3864,mumbai,2021-08-05,2,210.29,0.01,2.66,31.83,3.4,16.3,26.08,0.42,28.9,17.8,4.1,1005.6
3865,mumbai,2021-08-06,3,216.96,0.0,2.96,33.62,3.64,20.14,48.56,0.54,28.9,14.3,0.0,1004.7
3866,mumbai,2021-08-07,2,250.34,0.02,4.67,25.39,5.31,18.98,30.6,1.03,29.1,14.5,0.5,1005.5
3867,mumbai,2021-08-08,2,223.64,0.01,4.76,28.97,5.78,15.77,23.34,0.83,28.8,10.1,3.0,1006.7
3868,mumbai,2021-08-09,2,240.33,0.01,6.34,30.04,7.39,16.85,21.64,1.19,28.8,11.8,0.5,1008.0
3869,mumbai,2021-08-10,2,243.66,0.0,6.51,37.91,7.87,13.46,18.15,1.43,28.8,12.0,0.3,1008.0
3870,mumbai,2021-08-11,2,226.97,0.0,5.83,39.34,6.97,12.17,16.26,1.25,28.7,12.3,0.0,1007.8
3871,mumbai,2021-08-12,2,243.66,0.01,6.68,28.61,7.99,15.65,23.7,1.47,27.9,10.0,9.9,1008.5
3872,mumbai,2021-08-13,2,243.66,0.0,6.17,36.12,7.15,12.15,21.2,1.38,28.2,12.2,15.0,1007.6
3873,mumbai,2021-08-14,2,226.97,0.0,4.84,37.91,5.84,12.53,18.22,0.94,27.0,12.1,10.9,1005.7
3874,mumbai,2021-08-15,2,206.95,0.0,3.86,44.7,4.83,10.58,13.96,0.68,26.2,9.8,24.9,1005.9
3875,mumbai,2021-08-16,2,223.64,0.0,5.36,34.33,6.44,12.18,18.37,1.01,26.3,7.9,31.0,1007.3
3876,mumbai,2021-08-17,2,307.08,0.06,11.48,20.74,13.23,16.16,21.31,2.69,26.8,8.1,2.0,1007.6
3877,mumbai,2021-08-18,2,290.39,0.19,11.31,13.95,13.47,13.7,17.26,2.38,25.2,7.5,16.0,1006.0
3878,mumbai,2021-08-19,2,243.66,0.04,7.63,22.17,9.06,12.7,15.96,1.49,25.4,5.8,42.9,1005.8
3879,mumbai,2021-08-20,1,250.34,0.01,8.23,28.61,9.66,7.31,10.33,1.68,25.5,8.6,21.1,1005.9
3880,mumbai,2021-08-21,1,280.38,0.02,10.71,27.9,12.28,9.19,12.96,2.44,25.8,12.0,52.1,1007.3
3881,mumbai,2021-08-22,1,247.0,0.01,5.23,31.83,6.2,6.52,8.73,1.08,27.2,8.2,11.9,1007.7
3882,mumbai,2021-08-23,2,287.06,0.06,10.54,18.77,12.16,12.95,17.61,2.09,28.4,10.0,0.0,1007.7
3883,mumbai,2021-08-24,2,343.8,0.28,14.74,11.8,17.88,13.91,18.76,2.98,28.6,9.2,2.2,1007.7
3884,mumbai,2021-08-25,4,767.71,4.41,19.02,1.9,20.03,31.12,43.79,10.64,28.5,8.7,1.2,1006.6
3885,mumbai,2021-08-26,2,263.69,0.06,9.43,19.85,11.21,10.12,16.65,2.34,28.1,7.6,2.0,1004.8
3886,mumbai,2021-08-27,2,247.0,0.06,8.65,20.03,10.37,11.82,18.94,1.6,28.7,9.8,2.0,1004.2
3887,mumbai,2021-08-28,2,257.02,0.08,9.68,18.77,11.56,13.25,19.21,1.98,29.2,9.8,5.1,1003.2
3888,mumbai,2021-08-29,4,647.54,2.26,18.51,3.4,18.6,31.94,43.11,9.88,28.7,8.9,0.0,1003.2
3889,mumbai,2021-08-30,2,383.85,0.2,14.57,13.59,14.19,19.43,28.84,4.37,27.5,9.8,0.8,1004.6
3890,mumbai,2021-08-31,2,413.9,0.25,17.99,12.7,18.36,19.15,28.89,3.9,25.9,11.4,49.0,1004.7
3891,mumbai,2021-09-01,1,247.0,0.02,7.11,26.82,8.58,4.65,7.68,1.54,27.5,12.7,108.0,1005.3
3892,mumbai,2021-09-02,1,220.3,0.0,3.6,35.41,4.41,6.03,10.5,0.67,27.6,10.2,6.1,1005.5
